Epoch,Total Reward
198,81.94474989
199,79.12218
2,61.3952699
21,97.336144
22,118.6594399
23,72.5282653
24,7.533749
25,53.7171785
26,9.86316544
27,118.3448
28,13.122914
29,76.32352898
21,88.5721876
211,8.97116264
212,125.37281
213,11.5793624
214,59.19223
215,1.591154
216,77.2581459
217,95.2447726
218,5.564149
219,88.89839
22,14.832971
221,51.8952835
222,89.269767
223,64.998177
224,94.47946987
225,1.7443626
226,116.6995828
227,116.7633376
228,111.7682748
229,111.7155261
23,88.59539951
231,64.54739671
232,71.9227299
233,79.95771276
234,137.3713317
235,147.8887935
236,87.166686
237,81.9825748
238,87.68782969
239,116.6691392
24,1.3132941
241,119.389645
242,112.38347
243,16.627641
244,53.8815731
245,119.1693433
246,136.918556
247,8.221135
248,11.5596895
249,7.35879192
25,95.18672389
251,73.9941394
252,59.79953357
253,59.37732374
254,97.8328579
255,56.924527
256,159.4994585
257,54.6713371
258,11.8626142
259,135.5864325
26,69.86358935
261,64.2649196
262,49.6195253
263,77.9437359
264,126.5435357
265,143.34636
266,82.34618981
267,122.497835
268,188.377928
269,117.973732
27,72.26687682
271,117.6183726
272,69.52572763
273,85.71176914
274,123.3755345
275,86.62122123
276,61.5154792
277,93.4141877
278,157.221669
279,123.273755
28,128.9986
281,1.84154
282,77.6783546
283,57.7356141
284,95.16127623
285,17.3511448
286,86.8974816
287,68.87554686
288,141.3387
289,145.5314275
29,162.1973
291,121.84183
292,16.7864714
293,157.8268887
294,116.94682
295,135.8165758
296,153.7446829
297,132.468331
298,128.3968919
299,55.19256537
3,97.93348
31,85.119156
32,14.974284
33,136.7559981
34,161.38584
35,152.4738313
36,85.84552813
37,57.3691756
38,88.21689315
39,77.7619828
31,62.1133929
311,142.2475241
312,76.49196224
313,73.8154842
314,16.475781
315,27.7175721
316,81.33295554
317,68.9819519
318,155.1346277
319,173.5582482
32,159.79383
321,19.8174475
322,162.822237
323,117.1455931
324,144.6524118
325,15.15181
326,7.48358866
327,165.5786932
328,141.1312493
329,216.36652
33,156.37837
331,95.48978336
332,187.342428
333,117.518641
334,196.4952956
335,84.1268293
336,87.38914263
337,73.83645285
338,152.56825
339,195.847365
34,129.2681381
341,164.486357
342,111.79254
343,8.12648139
344,137.9155657
345,196.3297439
346,148.576623
347,17.41275
348,96.7473159
349,114.65157
35,163.7794542
351,155.3272423
352,14.546644
353,184.5833921
354,175.893276
355,21.7866912
356,17.919556
357,152.715753
358,19.631385
359,179.433244
36,229.1443884
361,174.71976
362,111.266867
363,191.2726583
364,268.94239
365,231.927232
366,178.158
367,96.23862119
368,158.8146128
369,86.5486831
37,112.4945715
371,91.1765558
372,163.2252135
373,98.71336493
374,243.83175
375,187.841195
376,195.62614
377,236.729134
378,187.9727479
379,137.664636
38,15.351229
381,11.859685
382,184.742415
383,191.6279492
384,215.7347265
385,239.5134172
386,235.3489171
387,191.824355
388,22.2783218
389,22.1723377
39,156.1687662
391,124.2141847
392,214.168641
393,172.513419
394,225.695519
395,185.5877358
396,17.8763683
397,266.414111
398,182.891131
399,169.7436787
4,139.8337
41,168.5564499
42,25.2748947
43,181.966753
44,154.5457795
45,171.935653
46,69.31344864
47,197.3377612
48,2.5228218
49,237.2418215
41,223.7266588
411,172.6655198
412,133.3225714
413,21.3632837
414,244.365546
415,164.9829762
416,174.6471886
417,197.8878725
418,214.299193
419,278.615914
42,217.5322294
421,173.9353151
422,191.3195821
423,181.234495
424,165.8299589
425,12.843751
426,184.921332
427,175.826582
428,66.8231133
429,146.8984565
43,118.166537
431,258.9859561
432,21.981833
433,126.618112
434,253.153987
435,117.1941
436,167.841785
437,26.9676279
438,166.8528115
439,127.384729
44,224.7815
441,192.613933
442,144.65632
443,114.3627971
444,241.7892237
445,151.56812
446,215.54476
447,23.8229315
448,164.532964
449,279.1284654
45,215.351788
451,25.1561598
452,219.171373
453,118.5415373
454,122.445645
455,179.86517
456,159.745565
457,184.899436
458,133.8644212
459,173.7866692
46,16.926478
461,215.4263675
462,257.5299297
463,159.317134
464,16.958348
465,163.9387495
466,237.2669975
467,97.83326249
468,169.119761
469,292.97421
47,276.1533329
471,19.7897462
472,161.487842
473,151.3179852
474,243.185583
475,14.486716
476,223.8669369
477,198.6583368
478,248.9335
479,176.7173931
48,186.468147
481,29.8571
482,167.97137
483,214.867788
484,185.5645316
485,215.92761
486,178.462778
487,16.47629
488,171.9236175
489,22.12415
49,25.5453
491,235.57599
492,174.76715
493,225.4653231
494,16.724191
495,171.927929
496,92.54697992
497,274.983317
498,263.3226534
499,188.6331314
5,137.1268313
51,32.2886986
52,143.13417
53,17.3716467
54,279.5174757
55,27.4345658
56,285.7217691
57,229.1917834
58,195.924468
59,268.127431
51,262.432873
511,253.591899
512,22.114956
513,249.3642556
514,195.5553
515,22.1768223
516,177.7214744
517,194.3485945
518,182.5312169
519,224.8726136
52,219.692495
521,128.981142
522,215.3567423
523,158.1163751
524,25.193597
525,164.863931
526,154.77836
527,233.6469146
528,152.87611
529,255.85788
53,124.23525
531,242.2549918
532,239.28835
533,223.552218
534,234.9465453
535,216.3325517
536,225.1682359
537,228.8124282
538,159.927813
539,189.9992254
54,211.3726253
541,227.673392
542,224.2318335
543,27.836712
544,174.7155485
545,168.733657
546,163.5627543
547,223.8714
548,194.5575922
549,21.624456
55,11.2273
551,196.1811578
552,19.2848298
553,217.829135
554,12.2119116
555,245.111961
556,238.622688
557,162.744438
558,216.8251374
559,276.2588229
56,242.67347
561,22.4142413
562,183.991834
563,26.4779522
564,289.662961
565,244.658319
566,251.4598244
567,237.4222125
568,226.6445986
569,136.534794
57,116.792994
571,32.8879529
572,235.618967
573,282.4583872
574,181.327867
575,227.486764
576,154.971726
577,289.7341744
578,214.9958483
579,283.518615
58,167.577166
581,151.6236229
582,189.678194
583,218.7777756
584,242.78813
585,198.548429
586,197.937175
587,169.438755
588,24.283384
589,21.9188
59,168.4134575
591,192.77659
592,21.6127332
593,266.93479
594,178.3591371
595,253.174955
596,244.844532
597,28.574632
598,17.1761883
599,135.48968
6,156.1366643
61,159.715616
62,244.4155199
63,258.47646
64,212.413361
65,31.223435
66,315.1943195
67,26.2693715
68,253.3365183
69,236.151757
61,127.16713
611,127.573118
612,253.569639
613,216.774276
614,24.181252
615,142.314373
616,172.6386933
617,197.88374
618,152.13673
619,233.265922
62,189.7936966
621,364.3948698
622,239.846779
623,24.9619855
624,255.5584229
625,21.2777748
626,276.57
627,225.8319119
628,246.9515
629,251.259733
63,235.4442665
631,294.152632
632,228.97429
633,244.918528
634,185.4815597
635,222.6363
636,211.6822583
637,171.6775
638,99.58951489
639,252.7877332
64,23.67661
641,224.731722
642,228.4963334
643,255.9245349
644,22.4853847
645,255.5374597
646,22.899253
647,214.116852
648,257.7193147
649,29.8565245
65,241.4156
651,252.9778839
652,239.253221
653,247.845763
654,316.5736983
655,21.457128
656,166.3737678
657,234.752524
658,162.79817
659,324.475487
66,112.3782234
661,232.3768874
662,174.867763
663,245.546979
664,241.272756
665,257.964782
666,255.5116166
667,73.7982857
668,234.73548
669,197.1649443
67,24.723576
671,176.9751423
672,215.26161
673,294.5185939
674,274.822564
675,175.5223826
676,242.2146326
677,235.363252
678,15.8453436
679,27.835783
68,274.79527
681,269.986245
682,211.614872
683,258.121573
684,19.3737391
685,251.399595
686,283.4449919
687,272.2686775
688,19.9531177
689,226.573491
69,178.137546
691,22.4349561
692,27.9442919
693,178.884534
694,298.821542
695,27.388729
696,142.7673776
697,234.491673
698,269.1539872
699,224.5454766
7,211.811278
71,237.477756
72,22.33658
73,222.7519661
74,249.311765
75,257.1738225
76,264.6676579
77,284.57521
78,187.297232
79,171.458488
71,266.85336
711,246.2397238
712,312.972336
713,244.727555
714,285.478791
715,239.435629
716,193.8925368
717,295.244142
718,298.441245
719,226.2484114
72,284.1938847
721,292.852623
722,295.354877
723,17.752397
724,35.9959192
725,29.562663
726,214.232571
727,226.2152677
728,265.8538262
729,256.3381144
73,262.919851
731,186.43449
732,323.174563
733,26.3833418
734,283.527337
735,24.163199
736,196.9364886
737,292.7327674
738,232.55197
739,313.4655949
74,281.536872
741,296.356878
742,224.9188461
743,251.177735
744,258.3664269
745,257.3918996
746,238.3328172
747,225.5345663
748,254.488894
749,283.59218
75,182.694131
751,261.1863443
752,316.469924
753,244.8451161
754,24.433358
755,281.2742453
756,224.837227
757,211.111317
758,255.934435
759,268.1842429
76,196.8332378
761,273.876135
762,194.87793
763,28.8176
764,263.5839471
765,199.1561159
766,228.82256
767,165.894722
768,239.5495916
769,195.3361262
77,238.6629267
771,217.1783146
772,245.896961
773,39.81656
774,298.16856
775,273.715696
776,265.658786
777,239.3574728
778,275.8258413
779,272.458337
78,229.79591
781,3.446983
782,2.533931
783,24.247449
784,335.644946
785,38.38466
786,295.5655871
787,224.7194233
788,36.164273
789,295.9691856
79,268.842645
791,39.2682664
792,284.744826
793,253.6759541
794,244.78445
795,321.274725
796,265.7565785
797,215.6223759
798,242.181241
799,254.3279144
8,224.2954883
81,247.458556
82,27.89473
83,236.2112247
84,233.1698899
85,286.6788751
86,314.4895576
87,3.792813
88,234.783865
89,24.938173
81,252.624741
811,222.8569423
812,263.164531
813,277.81388
814,37.8566532
815,253.5511829
816,281.32189
817,314.4452583
818,33.1793736
819,244.486979
82,278.7215318
821,221.51274
822,252.1117166
823,254.6687594
824,325.241345
825,245.42937
826,251.256971
827,263.57626
828,272.2221916
829,238.38796
83,235.8575298
831,244.299351
832,21.721234
833,238.4377335
834,31.8711824
835,252.4526241
836,252.95239
837,197.1855
838,28.3714361
839,22.5611395
84,177.429961
841,296.6768399
842,354.573872
843,236.3284348
844,194.3696828
845,2.55118
846,264.9318995
847,37.5683319
848,252.28974
849,337.1844439
85,36.2434326
851,235.3329772
852,287.5122569
853,234.6423298
854,3.1774313
855,271.7623379
856,337.1883565
857,251.31325
858,295.9295199
859,276.5367499
86,285.6884632
861,323.9392851
862,214.2581933
863,255.9157374
864,223.6433375
865,253.799213
866,26.4756152
867,229.258532
868,36.4389687
869,278.513518
87,297.768914
871,269.632393
872,233.147933
873,37.4244292
874,36.555722
875,36.18611
876,327.373642
877,367.119524
878,23.88987
879,297.9547312
88,258.993147
881,298.276494
882,29.164696
883,33.3773877
884,34.4323737
885,327.1326739
886,223.559118
887,39.3712218
888,278.4212351
889,278.7283425
89,32.979547
891,341.699777
892,196.75875
893,286.34384
894,274.6797178
895,171.966364
896,217.87333
897,269.67242
898,261.3484522
899,26.6943267
9,265.8775992
91,289.496235
92,199.8269763
93,348.3462453
94,378.7349634
95,29.3677768
96,171.1186692
97,25.626127
98,335.657429
99,237.5278681
91,32.615481
911,355.6421698
912,295.736954
913,284.7179553
914,37.2922572
915,295.59165
916,352.6881525
917,34.3663748
918,237.4788138
919,233.266829
92,291.3946674
921,278.792397
922,37.9999993
923,3.91318
924,39.98548
925,274.29517
926,281.599748
927,336.2237187
928,232.6675939
929,244.244438
93,275.499854
931,23.187948
932,279.5961973
933,292.9973467
934,333.369953
935,144.5261778
936,243.843565
937,226.277225
938,225.65631
939,336.5774252
94,36.793947
941,332.449739
942,265.54174
943,323.473347
944,278.465173
945,214.745967
946,33.2626764
947,231.7569843
948,297.332361
949,336.2832128
95,288.6521857
951,248.987794
952,222.2314688
953,348.923543
954,274.8785948
955,271.6765218
956,242.4713649
957,233.7127452
958,38.6197137
959,34.197375
96,229.5686891
961,313.8987831
962,293.571662
963,275.6464645
964,339.1844289
965,299.522914
966,242.327956
967,354.2492269
968,254.2684244
969,258.2852726
97,24.3878
971,346.92628
972,268.6491348
973,272.9519321
974,296.1711429
975,353.6976371
976,334.81262
977,323.2928568
978,346.33374
979,385.729971
98,318.663152
981,263.2946973
982,276.998627
983,291.2834912
984,266.2885254
985,36.458521
986,31.523462
987,365.746291
988,38.1653232
989,247.8615591
99,376.352716
991,252.7181523
992,243.624589
993,35.7683249
994,311.2969699
995,299.4474922
996,268.7183411
997,324.1977911
998,256.36946
999,291.6576435
1,237.61524
11,282.658893
12,34.4485926
13,318.57788
14,291.165152
15,38.6623769
16,267.741516
17,345.6188118
18,29.6317873
19,39.27424
11,289.929498
111,292.471349
112,34.8452894
113,34.8586
114,227.566861
115,38.8856714
116,245.2115468
117,335.8875
118,263.46829
119,341.8746
12,283.343436
121,38.1349781
122,234.653862
123,293.26448
124,361.78111
125,256.342371
126,292.5956272
127,25.551168
128,316.3136
129,236.5933887
13,368.431914
131,261.667667
132,32.675483
133,31.5454299
134,324.772217
135,324.1159453
136,322.5321515
137,366.9113965
138,324.7563888
139,312.728615
14,369.1596322
141,278.2939733
142,282.773296
143,265.9754444
144,248.942131
145,38.149848
146,33.5537468
147,284.373182
148,286.1865944
149,238.4225726
15,344.2617993
151,313.437588
152,33.5928148
153,286.5929434
154,264.4177758
155,266.4256112
156,32.5661225
157,277.749568
158,25.57566
159,229.92923
16,315.54665
161,35.878412
162,293.169471
163,262.67681
164,364.484879
165,292.36537
166,325.8625516
167,35.6214648
168,275.727894
169,397.65488
17,316.5514991
171,371.328131
172,383.8465651
173,283.7114356
174,352.15184
175,22.8971232
176,313.976118
177,293.8966869
178,362.777721
179,349.2911692
18,297.1133233
181,295.153256
182,286.232766
183,259.66168
184,33.7486
185,166.3718962
186,313.7175282
187,312.6642685
188,331.573659
189,319.4655646
19,298.1233222
191,316.45788
192,319.8348361
193,36.4793632
194,34.241165
195,293.2613934
196,243.6746858
197,248.5633112
198,395.9572787
199,247.476917
11,38.5716533
111,262.4342487
112,274.766743
113,354.752751
114,254.552343
115,335.8391242
116,31.1563842
117,249.1747161
118,348.3959275
119,3.2783713
111,341.555691
1111,312.956969
1112,387.7639587
1113,319.7625982
1114,328.133163
1115,33.156525
1116,344.9345847
1117,276.9737423
1118,29.564685
1119,3.4168771
112,321.292282
1121,338.6165718
1122,33.167186
1123,345.8311761
1124,34.4857118
1125,356.9457898
1126,313.558245
1127,338.8632963
1128,326.1425847
1129,359.919784
113,336.919575
1131,3.372761
1132,326.429681
1133,285.5275761
1134,344.3565933
1135,291.6799621
1136,361.344372
1137,339.6798696
1138,288.347415
1139,319.814726
114,328.63488
1141,325.617738
1142,334.59496
1143,31.1142115
1144,317.63379
1145,38.8843955
1146,326.634869
1147,314.416738
1148,37.1924966
1149,222.3446333
115,236.8227129
1151,371.839528
1152,242.4555426
1153,327.37571
1154,362.18847
1155,35.9612217
1156,299.2588573
1157,337.5181955
1158,262.491445
1159,288.9187362
116,296.449437
1161,337.1897488
1162,348.722767
1163,36.1455691
1164,223.266839
1165,283.2844588
1166,367.1596778
1167,344.7883134
1168,255.6594363
1169,371.76362
117,31.4143884
1171,352.178211
1172,232.11999
1173,329.91211
1174,29.76948
1175,338.4768187
1176,333.835554
1177,365.2434618
1178,338.921818
1179,299.889382
118,252.8523165
1181,38.774186
1182,367.645653
1183,284.6794745
1184,314.5477
1185,269.9265443
1186,344.938238
1187,35.9925344
1188,287.717775
1189,231.464533
119,325.866184
1191,351.5419159
1192,378.266848
1193,325.4844589
1194,341.87135
1195,338.8724594
1196,345.112317
1197,45.8352353
1198,347.2697821
1199,331.241868
12,339.174343
121,28.495839
122,358.746
123,328.781911
124,358.1964653
125,277.138535
126,314.689288
127,328.6765389
128,315.4453722
129,33.8923948
121,296.2951698
1211,359.483564
1212,346.3859667
1213,329.791668
1214,281.1612392
1215,245.83298
1216,34.7833143
1217,318.56914
1218,347.5521898
1219,34.6849785
122,288.566778
1221,294.689514
1222,318.574875
1223,296.3147917
1224,295.6811676
1225,37.7653975
1226,318.4448817
1227,336.536655
1228,245.2676734
1229,29.636355
123,292.55891
1231,344.6933384
1232,337.7167967
1233,359.1528157
1234,33.1957849
1235,27.7344446
1236,313.2987599
1237,256.81256
1238,288.482557
1239,343.41227
124,38.6322714
1241,394.16948
1242,366.176327
1243,325.552877
1244,369.826898
1245,372.2812492
1246,345.9963193
1247,296.8532913
1248,285.5618192
1249,298.159781
125,344.5663917
1251,343.3846632
1252,329.2146221
1253,36.66986
1254,337.76994
1255,375.192681
1256,349.921996
1257,247.6969292
1258,392.169599
1259,374.14374
126,374.583695
1261,31.119664
1262,386.4364656
1263,4.42528
1264,335.822853
1265,289.6523773
1266,342.7868967
1267,25.14827
1268,354.7344148
1269,27.58734
127,346.263727
1271,27.812157
1272,222.1447541
1273,382.599134
1274,276.94314
1275,33.8388615
1276,356.4939544
1277,351.4892891
1278,261.9338472
1279,328.614886
128,317.845111
1281,287.789735
1282,347.283881
1283,182.6988682
1284,319.9662635
1285,278.3876825
1286,343.8896655
1287,366.99725
1288,271.666192
1289,321.6251166
129,264.222268
1291,332.531773
1292,343.1549876
1293,387.738847
1294,331.9261691
1295,337.647189
1296,317.96551
1297,351.5997253
1298,243.7344254
1299,36.5772764
13,33.6245173
131,321.3497459
132,31.554171
133,32.474786
134,343.37784
135,287.1261777
136,312.142747
137,326.8148723
138,323.9517
139,355.6147598
131,332.3937448
1311,32.58264
1312,3.264481
1313,244.727516
1314,297.863678
1315,424.3538455
1316,35.9258535
1317,316.3981989
1318,328.572321
1319,339.2677166
132,339.927918
1321,33.913482
1322,352.7131388
1323,363.5322193
1324,37.261722
1325,371.4334694
1326,337.571652
1327,292.6539383
1328,299.8957614
1329,379.1224918
133,288.537474
1331,37.1529194
1332,29.743721
1333,386.5143974
1334,348.4431844
1335,38.9873
1336,328.544314
1337,325.326851
1338,248.1771434
1339,286.94592
134,31.484673
1341,328.736624
1342,337.8168723
1343,337.85327
1344,271.6767563
1345,385.32726
1346,285.1785577
1347,381.441241
1348,345.2456663
1349,278.3485521
135,323.4918636
1351,289.28438
1352,33.688541
1353,324.8566569
1354,27.2112434
1355,341.97294
1356,328.877733
1357,334.3929486
1358,331.253245
1359,342.6216466
136,289.46953
1361,433.12794
1362,364.3864383
1363,365.7184393
1364,363.32261
1365,35.8673521
1366,354.5369748
1367,253.5783868
1368,275.387184
1369,326.4954237
137,295.5523775
1371,326.315525
1372,332.911713
1373,359.7669453
1374,333.881765
1375,321.841545
1376,382.2643278
1377,345.7123214
1378,34.3332491
1379,345.934723
138,39.967729
1381,318.9356376
1382,323.243819
1383,36.9268698
1384,359.7974336
1385,38.1446161
1386,37.4772588
1387,384.3696672
1388,33.8815993
1389,42.1445761
139,338.3776423
1391,358.125314
1392,324.268446
1393,253.479949
1394,371.6152482
1395,371.221493
1396,295.171618
1397,335.98285
1398,325.9368772
1399,199.8687742
14,343.3581111
141,327.9415221
142,394.5557785
143,365.414657
144,371.7691987
145,384.9453871
146,353.55523
147,298.3349583
148,426.5921683
149,35.535147
141,32.143923
1411,322.726299
1412,366.992643
1413,434.1233177
1414,333.7134514
1415,342.6267935
1416,394.1732478
1417,34.132562
1418,232.1268245
1419,372.8933174
142,44.8561354
1421,396.8318858
1422,35.3227155
1423,339.133931
1424,338.726458
1425,392.734971
1426,281.363425
1427,351.2967286
1428,351.7488946
1429,355.3133859
143,431.594665
1431,313.424194
1432,343.2885894
1433,286.678995
1434,352.434856
1435,348.4894613
1436,31.369277
1437,388.595837
1438,39.54591
1439,352.934113
144,3.3566695
1441,323.2884535
1442,496.79284
1443,331.5934772
1444,42.639372
1445,339.442446
1446,329.9327218
1447,388.833593
1448,378.9848719
1449,374.8282949
145,328.9928445
1451,357.6597776
1452,322.893151
1453,417.134784
1454,428.619265
1455,441.8977729
1456,328.1732556
1457,372.9887617
1458,324.698136
1459,38.1435688
146,418.152435
1461,319.138397
1462,4.4187
1463,368.576695
1464,357.664583
1465,361.781697
1466,413.3277857
1467,291.6851224
1468,446.4918739
1469,374.5181168
147,329.4315982
1471,314.477485
1472,358.9624256
1473,368.268617
1474,444.6262137
1475,267.9312477
1476,334.3977553
1477,283.9293918
1478,285.5354727
1479,49.812744
148,339.3353118
1481,48.2317451
1482,383.837248
1483,352.5164288
1484,439.433216
1485,362.2255867
1486,368.25159
1487,273.461874
1488,31.41311
1489,35.2652
149,386.321135
1491,35.284242
1492,413.8415672
1493,398.445922
1494,332.628628
1495,414.3836237
1496,344.994412
1497,38.884891
1498,38.55857
1499,426.226877
15,314.857628
151,35.4529368
152,289.667919
153,32.567673
154,325.9292288
155,323.2473692
156,428.62327
157,433.94186
158,437.2432122
159,338.6958771
151,365.849241
1511,348.2616877
1512,442.3652942
1513,375.578344
1514,349.687614
1515,324.9228775
1516,37.5788372
1517,4.1975566
1518,435.8143
1519,38.593412
152,358.3383623
1521,322.127415
1522,47.771622
1523,48.9913514
1524,36.8469949
1525,351.3838267
1526,274.8656582
1527,385.8175228
1528,371.944838
1529,472.476443
153,368.7164
1531,341.799156
1532,258.556895
1533,398.4567925
1534,35.521553
1535,43.8275669
1536,48.5227151
1537,456.22423
1538,368.4546664
1539,461.2327397
154,412.181294
1541,362.41347
1542,423.3969141
1543,365.7283492
1544,423.9685867
1545,359.897813
1546,367.337515
1547,44.4954344
1548,358.84949
1549,34.2939864
155,384.1359372
1551,371.319618
1552,421.3651663
1553,38.7545296
1554,434.119143
1555,315.8652523
1556,399.689884
1557,44.296892
1558,455.565568
1559,392.681961
156,47.8185246
1561,39.8584354
1562,412.1717798
1563,47.656825
1564,359.2327889
1565,319.595284
1566,389.796554
1567,424.496644
1568,397.3367364
1569,34.17817
157,382.689279
1571,34.1289738
1572,339.3573347
1573,43.12161
1574,36.33247
1575,418.227562
1576,43.1172488
1577,348.5569332
1578,392.8371334
1579,356.438681
158,464.9495859
1581,388.269417
1582,347.9566136
1583,351.419649
1584,368.9476855
1585,33.9448738
1586,447.1421541
1587,418.7483878
1588,426.18551
1589,399.4998765
159,384.8942181
1591,446.17626
1592,448.3157165
1593,353.6242888
1594,388.543193
1595,425.796788
1596,45.1699682
1597,422.195849
1598,394.362147
1599,45.5787744
16,26.5756894
161,31.648367
162,388.19921
163,418.4851347
164,389.5145124
165,375.4713228
166,351.848871
167,49.6662753
168,481.458367
169,385.922185
161,412.931969
1611,5.4818213
1612,395.714738
1613,351.589241
1614,453.19376
1615,481.6176337
1616,444.3479724
1617,371.4358524
1618,32.3268712
1619,44.153783
162,413.8422473
1621,367.3118
1622,385.624978
1623,338.5682949
1624,381.187956
1625,384.7998188
1626,476.1352698
1627,429.173392
1628,391.6148552
1629,51.948115
163,426.1566592
1631,45.1335697
1632,393.8296926
1633,384.4862165
1634,411.18445
1635,398.5122732
1636,419.66481
1637,422.7629896
1638,431.736382
1639,442.919795
164,411.464735
1641,455.47418
1642,341.2272923
1643,334.466468
1644,41.2176975
1645,436.2562547
1646,45.1736859
1647,34.894613
1648,414.63485
1649,35.2537919
165,46.4744571
1651,421.8268516
1652,4.735317
1653,457.876796
1654,48.8552726
1655,469.3646167
1656,372.3983786
1657,38.8988482
1658,363.738264
1659,35.3958769
166,49.5151959
1661,372.185248
1662,391.477368
1663,418.986228
1664,49.453722
1665,484.31657
1666,438.3336385
1667,343.464431
1668,425.7651854
1669,47.272352
167,441.2228157
1671,482.8952247
1672,364.8268949
1673,388.3814313
1674,461.5373134
1675,424.1413773
1676,429.1389643
1677,448.5556195
1678,359.9868787
1679,462.68396
168,37.3112443
1681,399.3658
1682,48.4953169
1683,397.556285
1684,41.9466581
1685,422.1544324
1686,445.124654
1687,417.996927
1688,362.9997683
1689,44.638765
169,414.375955
1691,435.4984
1692,438.1768893
1693,394.793424
1694,467.3352971
1695,416.5277141
1696,322.8434844
1697,415.7479547
1698,41.6223535
1699,44.362597
17,428.789172
171,48.1496
172,464.9227222
173,45.8568571
174,526.8716598
175,389.7842824
176,57.471439
177,451.881624
178,432.1945297
179,449.1651
171,414.9778
1711,421.9169567
1712,349.248267
1713,443.761678
1714,328.5392629
1715,452.715116
1716,425.968165
1717,373.6444911
1718,427.8275683
1719,415.6835262
172,428.4332531
1721,475.36984
1722,46.4394
1723,464.255982
1724,462.3185523
1725,436.191671
1726,424.431688
1727,4.8293899
1728,417.3254696
1729,482.7499135
173,428.1827158
1731,477.4581954
1732,43.4699784
1733,472.371658
1734,418.98242
1735,495.6348393
1736,456.218814
1737,471.4224473
1738,429.924589
1739,48.5419183
174,467.881577
1741,427.394469
1742,421.5663617
1743,411.345255
1744,491.286399
1745,466.628829
1746,454.986494
1747,425.7821994
1748,483.816573
1749,44.5773465
175,389.796775
1751,424.965161
1752,58.641333
1753,415.64643
1754,44.6635477
1755,47.43212
1756,391.555148
1757,475.46686
1758,442.8467831
1759,465.291624
176,462.55173
1761,483.5397174
1762,45.134558
1763,427.23933
1764,418.851373
1765,449.184385
1766,443.858152
1767,413.412142
1768,392.671362
1769,472.4578586
177,523.68789
1771,473.65368
1772,489.6649562
1773,53.639456
1774,443.4879556
1775,426.1355555
1776,363.5311762
1777,433.9184633
1778,354.492158
1779,543.723837
178,466.7788
1781,384.746751
