Epoch,Total Reward
0,27.320577474751314
1,24.13007552665678
2,32.931137017913336
3,30.731267323639052
4,25.50500009062394
5,31.328139759598468
6,23.761815139577426
7,26.846212196090516
8,29.86311621614825
9,29.381156794010643
10,28.12349015775171
11,29.14095824443887
12,26.426355824164485
13,29.751419128871294
14,33.8353101320293
15,26.955577856453285
16,22.538378903853875
17,30.296650040964607
18,29.450610564562652
19,31.449663906804577
20,28.442058530718977
21,29.58076337481842
22,29.010664553794495
23,33.06854517094058
24,30.842509276019847
25,29.827851597628218
26,30.000867700312906
27,29.25937174513597
28,24.05287657023762
29,27.908752959825605
30,30.489619161839947
31,27.03211160496696
32,23.521464612661806
33,32.98320780592341
34,30.30289615018159
35,25.18606266579836
36,32.821036266915364
37,29.624269595625883
38,28.96129672496476
39,24.07836633450599
40,32.383081232143596
41,25.900167443926147
42,28.24133038535463
43,26.609023427615732
44,24.75250896497164
45,31.150056703067552
46,26.538175367406556
47,31.319334742543237
48,25.81244656312391
49,34.08830908495831
50,35.40714193216211
51,30.464890914547645
52,24.99419624945374
53,31.488471006000673
54,39.685956418182734
55,26.18602707612936
56,26.963606920857398
57,34.34182746221029
58,28.420884388284833
59,27.87301384755073
60,31.301700984921016
61,29.998695248170783
62,29.71317115830925
63,29.280789438051958
64,29.157426637272675
65,32.95540377178526
66,27.747968111249946
67,28.00495861480973
68,27.899520523216754
69,30.23947922110484
70,27.800007050546004
71,27.244756663478856
72,29.968198427276374
73,29.17181678724673
74,29.127829036185908
75,29.87529683589938
76,28.26459201523672
77,27.324770770232483
78,30.914588952160504
79,31.168926261202913
80,29.87010717429877
81,30.877517812324395
82,30.331074884838056
83,30.580208108001194
84,32.58836346140417
85,28.689097779080235
86,33.017736139928175
87,35.455025325065144
88,31.287074539801573
89,30.118103224600297
90,28.865963420049976
91,34.29048112326289
92,29.057105548607403
93,29.026056004154288
94,33.68354991102809
95,35.34270019900771
96,33.04820055296141
97,40.81525822753918
98,31.836512502166514
99,33.37571889064224
100,28.182140363593124
101,41.70296742835449
102,36.91024525609765
103,33.40174078771115
104,32.209563035885104
105,33.74086626771238
106,29.411106900328782
107,30.58886353656074
108,30.40761901465151
109,28.838175551492746
110,31.153203680846126
111,30.395473918722246
112,36.282104563068955
113,35.83354486203823
114,46.908203247282096
115,33.53010284215035
116,31.058712574881113
117,40.284113279547086
118,30.005923917223363
119,28.3977379133937
120,28.7722310197569
121,30.362593619685093
122,39.59791872553588
123,28.9412666657833
124,32.870919997882005
125,35.42275155472063
126,36.33113502674333
127,30.411415677700557
128,40.101882688260325
129,35.9711825743502
130,31.104325739023654
131,33.391867248288456
132,42.72687461681846
133,30.868028546311727
134,38.46448405496257
135,33.4373617381687
136,37.93312853671915
137,43.85238505234291
138,34.60009592935018
139,33.97076114010751
140,31.833661732981653
141,39.3336059558081
142,33.014098957536696
143,33.94475604364815
144,32.25947982610813
145,32.72936897515795
146,33.39833373111211
147,43.91781158036548
148,37.8808841765426
149,38.03215596455688
150,41.39977098234836
151,38.59474077669812
152,38.547871790090674
153,38.538466242073994
154,33.00982032969665
155,37.74543776345873
156,37.18786316517643
157,44.387056743482546
158,43.17496198016044
159,32.57969353204057
160,38.009752846250215
161,45.690853918693335
162,42.26224069216972
163,36.72653551271214
164,39.025440163882536
165,32.02934375134428
166,43.909992348042806
167,38.745935345230485
168,39.27574399208313
169,41.92620555028015
170,38.085197553217306
171,42.28453066473405
172,34.32766779658558
173,55.472597551836635
174,43.80780100395479
175,32.59213890958628
176,54.781020442623294
177,52.13890483071428
178,42.77081829606686
179,44.037733435413216
180,56.31404914177198
181,51.125465158650336
182,37.29674427494356
183,30.46521817167966
184,52.96464807891406
185,59.05198850764884
186,46.7795110129037
187,63.364225863940696
188,53.56236176836962
189,60.67192383162873
190,45.77641405731332
191,77.09278051042
192,41.841855414811
193,39.11717658513698
194,41.33662847550554
195,54.08346038127131
196,68.81534279544992
197,73.6905244922135
198,68.28729157863104
199,65.91835014911966
200,50.8662724910437
201,80.86088453650213
202,98.88286658761275
203,60.4402208590515
204,58.75028124312516
205,44.76430903791611
206,75.71930453424557
207,98.35870065582334
208,85.93575120489602
209,63.60294081525646
210,73.810155887136
211,67.47596886561179
212,104.47733412812474
213,84.64946863706054
214,49.325183581948096
215,83.82592113748716
216,64.38175382247111
217,79.37064187975287
218,42.13367540938441
219,73.40008198900641
220,87.3360808958797
221,43.24606695931837
222,74.38408972587452
223,53.41650147222132
224,78.7328915569344
225,83.95363545870872
226,97.24965235013325
227,97.30278135160236
228,93.14022898748898
