Epoch,Total Reward
0,23.481882664009277
1,22.685424111833044
2,33.06354624020983
3,24.205906516615865
4,25.890536342398814
5,31.695135125143125
6,21.53536858808265
7,23.25119723218572
8,31.03476313946497
9,32.05861657072979
10,29.358700156093466
11,30.9436612668979
12,29.958275159824588
13,30.865145340520865
14,34.024690945771134
15,42.73971438939056
16,24.67186130268887
17,34.92722946827916
18,29.954079191577996
19,38.29093687535763
20,32.062020328353306
21,21.637722335786
22,30.199508138305347
23,33.99046524487184
24,30.770250852739604
25,32.755128281634946
26,28.802670159487946
27,30.39888565024169
28,26.244991923034352
29,21.3927601395379
30,31.7125326451736
31,24.559485592398307
32,26.638417285620896
33,39.323542572757106
34,31.47838905515932
35,24.37477748147138
36,43.66073833021779
37,29.629987020737858
38,29.93449576601041
39,30.1300503309128
40,32.37504790331556
41,30.639595111954765
42,25.252268594075595
43,21.513237268098372
44,24.190139411161564
45,33.55016670620445
46,30.605396129539475
47,34.720179405631455
48,28.34387983894477
49,36.48698030068602
50,42.928617967668565
51,25.47681888325748
52,29.958778968255082
53,32.77088177363525
54,33.92822454575406
55,27.277960371424186
56,22.724172275926133
57,30.75409806772939
58,24.9697860708745
59,26.03172856092432
60,25.994973302810298
61,30.254358567484395
62,33.06817873231463
63,25.604867091013936
64,27.38909839082065
65,37.965969041055985
66,27.847108380787766
67,31.57245675671055
68,32.81100235974696
69,38.50578916753194
70,30.499932362923523
71,25.806989514182256
72,35.14422326451391
73,36.500240836931816
74,29.91544304590051
75,35.562243383428836
76,32.8311541744852
77,33.69382166898119
78,33.182454589380235
79,47.903051696245235
80,54.238870548817374
81,40.302715149280154
82,38.67369543116202
83,36.42191202780393
84,35.90675764701496
85,55.01983141708858
86,39.006879970680664
87,33.2163473414247
88,56.035066771982066
89,62.72862245911576
90,41.09902846026294
91,37.487044470831705
92,28.94104051027869
93,32.17258954862468
94,39.30034546489706
95,37.354936780407826
96,39.98709712007897
97,34.74505521992494
98,33.47678307557426
99,37.40917833904441
100,46.354026549673826
101,32.7565665996897
102,48.32283893820554
103,44.087615078799985
104,36.854611336571615
105,41.51645507577744
106,29.808943804121267
107,31.555733852559932
108,38.946864652277824
109,32.17650620136006
110,56.95692869029404
111,36.491626880100995
112,41.20779624181833
113,51.64595164006491
114,35.28594403962315
115,45.231134725385054
116,61.03523818111414
117,43.919579398899415
118,34.0105608650697
119,55.87988294685146
120,33.64903648880639
121,38.71364693549367
122,60.66510438156213
123,38.110208536636584
124,50.85506055256264
125,52.25162635689754
126,47.09991422369971
127,78.60625751854245
128,58.215752009616885
129,52.36926107768668
130,32.81570235904222
131,50.91399915183917
132,62.143001214330404
133,35.210876353730114
134,61.77056659134423
135,46.76029764417469
136,45.05861650177556
137,44.10853226107785
138,77.60016325155907
139,66.00930715785668
140,72.01984115849643
141,65.34127536356208
142,82.7677251697457
143,62.64454738287455
144,48.826915114922706
145,52.62761312626866
146,53.66598083438
147,78.39203763657427
148,52.524545904462634
149,60.66536114958117
150,59.80357040367499
151,58.43510170049929
152,61.31051415671425
153,100.75799521727066
154,96.89326055984051
155,83.56606990126735
156,113.72075781733852
157,83.3847699768164
158,68.6522598260953
159,72.67402113129869
160,102.25802070222204
161,73.19528996258795
162,56.25843191407274
163,62.44493820508435
164,77.68099439812876
165,109.93743083671896
166,86.04675727940315
167,79.62286404680917
168,104.38961164971069
169,81.85975024862665
170,75.6643223719918
171,73.90079174909192
172,114.1682281708532
173,73.69312968258807
174,99.23171445957914
175,111.42647039862192
176,70.64412480632588
177,111.29765007755631
178,110.71623465217509
179,115.38261704523393
180,113.61674967477293
181,96.15830960899042
182,84.89253568504564
183,113.97236217182251
184,95.37041701648725
185,78.42811400625288
186,88.82247158527785
187,74.51274802603926
188,118.02299937135814
189,70.99457896806237
190,47.891608392973794
191,113.88401574862071
192,82.03627921226176
193,86.79667675221268
194,73.67105409600664
195,91.38530386681687
196,90.02977566854796
197,79.55043401489982
198,93.86009536571521
199,60.09641685876936
200,162.85378677253405
201,64.85528172577104
202,122.63994013425949
203,96.6057394376199
204,81.2967735276487
205,84.92307187040355
206,112.56616172132863
207,93.69152467612379
208,121.76025262558059
209,118.02833017407306
210,83.15308964977706
211,88.39899573381489
212,134.25013887242287
213,117.45545278085447
214,97.51256887009772
215,149.96752241715322
216,58.91597924077401
217,115.51249951147786
218,153.84477695468757
219,134.58940906475112
220,132.43993810946512
221,112.69592160493976
222,123.65430830668534
223,100.65683911492556
224,62.3323264530196
225,100.78426262588823
226,125.49471662297672
227,102.4608396021087
228,137.05036516712377
229,94.65007447719707
230,64.1451243334738
231,123.72517826882651
232,159.13306511179596
233,51.24382708344701
234,89.22979051290226
235,116.50867608915544
236,77.85205422789294
237,95.28258431086023
238,100.20104132566723
239,160.72636271001514
240,125.40003280382992
241,168.5625458052861
242,109.95886730600935
243,111.94431681493988
244,113.13375186773197
245,104.39544074769877
246,91.31240252660024
247,62.42321688764074
248,119.25018507899989
249,162.49222742937604
250,138.39376301671152
251,132.225597994843
252,121.72477397709392
253,120.22214743902654
254,117.78116735867721
255,115.24514152973518
256,107.55351967394799
257,95.54827797077475
258,90.55985623169673
259,113.18417086112244
260,154.5237160014428
261,99.9746863860168
262,79.63979679967228
263,152.66842960696556
264,98.26551477071075
265,117.65219090184308
266,143.60181620731493
267,110.164602688444
268,129.99451809766688
269,112.33655413433249
270,118.01586506574496
271,97.21207175356021
272,181.3754258933594
273,132.7795300752006
274,136.13705063886383
275,172.62751937931222
276,119.87981226062053
277,179.60556977050007
278,114.6869293361998
279,198.27235543422066
280,135.3711722298436
281,96.02015508837447
282,161.7957628397913
283,129.9660171943444
284,157.64966288999526
285,141.4207688113054
286,102.03279586020297
287,136.80963757088267
288,126.33281016949631
289,112.77060483602229
290,205.45662118282917
291,188.4451623959471
292,104.00444112742179
293,165.7240731880193
294,102.36008097763522
295,86.30143258395347
296,201.01277465292418
297,169.54976733439875
298,145.4512211787579
299,212.13020748576116
300,158.34538357880126
301,145.12091399273805
302,187.6523664147628
303,111.52526225818957
304,134.44694203274503
305,127.34866551332708
306,177.19876257903752
307,155.2071478888902
308,116.71535105661309
309,176.82421861216832
310,209.6901261413895
311,169.80377372422944
312,161.93491375316873
313,180.827215306894
314,105.44306839642603
315,177.3409758431716
316,131.64550383162248
317,167.06265021488684
318,137.99550989522913
319,130.44206169483448
320,185.4889131861499
321,138.5780731991269
322,140.36291665680235
323,140.75184395322682
324,184.5760257846885
325,122.72130607334216
326,95.35470029435957
327,143.40202810143265
328,136.0309079696427
329,181.438486809297
330,150.49694288292267
331,151.30998151225023
332,139.66514447736313
333,132.32677562278073
334,243.95353131366932
